jmp_hyg_svclvl,jmp_hyg_avail,jmp_hyg_soap,jmp_waste_svclvl,jmp_waste_3bins,jmp_waste_sharps,jmp_waste_inf,jmp_wat_svclvl,jmp_wat_imp,jmp_wat_none,jmp_wat_dist,enum,status,rcode,hcf_mwaterid,hcf_type,reg_san,area_san,area_san_other,cont1_name,cont1_title,cont1_orng,cont1_mtn,cont2_name,cont2_title,cont2_orng,cont2_mtn,survey_date,staff_docs_all,Staffing of the health facility: Doctors - Number of male staff,Staffing of the health facility: Doctors - Number of female staff,Staffing of the health facility: Nurses - Total number of staff,Staffing of the health facility: Nurses - Number of male staff,Staffing of the health facility: Nurses - Number of female staff,Staffing of the health facility: Midwives - Total number of staff,Staffing of the health facility: Midwives - Number of male staff,Staffing of the health facility: Midwives - Number of female staff,Staffing of the health facility: Lab technicians - Total number of staff,Staffing of the health facility: Lab technicians - Number of male staff,Staffing of the health facility: Lab technicians - Number of female staff,Staffing of the health facility: Pharmacists - Total number of staff,Staffing of the health facility: Pharmacists - Number of male staff,Staffing of the health facility: Pharmacists - Number of female staff,Staffing of the health facility: Service staff - Total number of staff,Staffing of the health facility: Service staff - Number of male staff,Staffing of the health facility: Service staff - Number of female staff,Staffing of the health facility: Drivers - Total number of staff,Staffing of the health facility: Drivers - Number of male staff,Staffing of the health facility: Drivers - Number of female staff,Staffing of the health facility: Guards - Total number of staff,Staffing of the health facility: Guards - Number of male staff,Staffing of the health facility: Guards - Number of female staff,wp_mwaterid,wp_jmptype,watsys_exists,watsys_type,watsys_tank_cap,watsys_tank_type,wp_dist,water_available_today,watsys_taps,watsys_taps_total,watsys_taps_func,toilet_outpat,How many toilets are available for patients? ,How many toilets are available for patients?  (Asked),How many patient toilets are working? ,How many patient toilets are working?  (Asked),Are the patient toilets clean?,Are the patient toilets clean? (Asked),Is there a registry of cleaning at the patients toilet?,Is there a registry of cleaning at the patients toilet? (Asked),Are the patient toilets smelling?,Are the patient toilets smelling? (Asked),Are there flies in the patient toilets?,Are there flies in the patient toilets? (Asked),Are the patient toilets lit during the night?,Are the patient toilets lit during the night? (Asked),toilet_staff,How many toilets of any kind are available exclusively for staff? ,How many toilets of any kind are available exclusively for staff?  (Asked),How many staff toilets are working? ,How many staff toilets are working?  (Asked),toilet_mhm,"Is there at least one usable improved toilet designated for women and girls, which provides facilities to manage menstrual hygiene needs? (Asked)",toilet_hcap,Is there at least one usable improved toilet that meets the needs of people with reduced mobility? (Asked),Please take some photos of the latrines,handw_today_poc,handw_today_toilet,How many consultation rooms have a handwashing basin?,How many consultation rooms have a handwashing basin that works?,How many consultation rooms have a handwashing basin that works? (Asked),waste_3bins,waste_sharps,waste_infect,Is there an inicnerator at the center?,Is there an inicnerator at the center? (Other (please specify)) - specify,Please take a photo of the incinerator,Are cleaning protocols available?,Have all staff responsible for cleaning received training? ,Health facility > Unique ID,Community > Unique ID,Hygiene service level for health facility,Functional hand hygiene stations available at the selected point of care ,Handwashing facilities with soap and water available at toilets ,Health facility > Unique ID,Community > Unique ID,Healthcare waste service level for health facility,Is waste safely segregated into at least three labelled bins in the consultation area? ,Sharps waste disposal,How does this facility usually treat / dispose of infectious waste? ,Health facility > Unique ID,Sanitation facility > Unique ID,Community > Unique ID,jmp_san_svclvl,jmp_san_usable,jmp_san_mhm,jmp_san_staff,jmp_san_hcap,jmp_cln_svclvl,jmp_cln_prot,jmp_cln_staff,hcf_name,submitted_date,lat,lon
Limited,,Yes,,,,,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH02,436126,Health Centre Type C,Gabu,Pirada,,,,966608100,955708100,,,,,2018-08-07,0,,,2,,,1,,,0,,,,,,1,,,,,,0,,,6356329,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,5,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",10,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,,,Yes,1,0,True,,,,"Yes, in use",,,No,,436126,,Limited,,Yes,436126,,,,,,436126,,,No service,No,,Yes,,,No,,Pirada,2018-08-07 14:40:42,12.66711,-14.15502
No service,No,No,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH37,4703826,Health Centre Type C,Bafata,Ga-Carnes,,,,966908066,,,,,,2018-08-07,0,,,1,,,0,,,0,,,,,,2,,,,,,0,,,,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",9,,"Yes, at least one usable improved toilet",1,True,1,True,,True,No,True,,True,,True,No,True,No,,False,,False,"No, female-only toilets do not have menstrual hygiene facilities",True,No,True,,"No, hand hygiene stations are available but not functional, or lacking materials","No, no handwashing facilities are available",1,0,True,Bins are present but don't meet all requirements,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,,No,,4703826,,No service,No,No,4703826,,Limited,,Safe,Safe,4703826,,,Limited,Yes,No,No,No,,No,,Ga-Carnes,2018-08-07 14:40:42,11.91281,-15.00879
No service,No,No,Limited,,Unsafe,Unsafe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH30,4703802,Health Centre Type C,Cacheu,Co,,,,966415157,955995997,,,,,2018-08-07,0,,,3,,,0,,,0,,,,,,1,,,,,,0,,,6375913,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,6,Metal,On premises,"Yes, observed","Yes, water comes from at least one tap",14,,"Yes, at least one usable improved toilet",1,True,1,True,Yes,True,No,True,No,True,No,True,No,True,No,,False,,False,"No, there are no female-only toilets",True,No,True,,"No, hand hygiene stations are available but not functional, or lacking materials","No, no handwashing facilities are available",1,0,True,Bins are present but don't meet all requirements,Open burning,Open burning,No,,,No,,4703802,,No service,No,No,4703802,,Limited,,Unsafe,Unsafe,4703802,,,Limited,Yes,No,No,No,,No,,Co,2018-08-07 14:40:42,12.07972,-15.8105
,,,,,,,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH39,4703857,Health Centre Type C,Bafata,Ga-Ture,,,,955290474,,,,,,2018-08-07,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,14537987,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",,,"Yes, at least one usable improved toilet",1,True,1,True,,True,No,True,,True,,True,,True,No,,False,,False,,True,,True,,,,0,,False,,,,"Yes, in use",,,No,,4703857,,,,,4703857,,,,,,4703857,,,Limited,Yes,,No,,,No,,Ga-Ture,2018-08-07 14:40:42,12.06909,-14.89821
Limited,No,Yes,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH33,436092,Health Centre Type C,Gabu,Dara,,,,966770084,,,,,,2018-08-07,0,,,3,,,0,,,0,,,,,,1,,,,,,0,,,6372006,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,5,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",5,4,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,2,True,1,True,,False,,False,,"No, hand hygiene stations are available but not functional, or lacking materials",Yes,1,1,True,Bins are present but don't meet all requirements,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,,No,,436092,,Limited,No,Yes,436092,,Limited,,Safe,Safe,436092,,,No service,No,,Yes,,,No,,Dara,2018-08-07 14:40:42,12.2751,-14.11745
No service,No,No,Limited,,Unsafe,Unsafe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH04,4703338,Health Centre Type C,Oio,Binar,,,,,955462515,,,,,2018-08-07,0,,,2,,,1,,,0,,,,,,1,,,,,,0,,,6376457,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,5,PVC,On premises,"Yes, observed","Yes, water comes from at least one tap",6,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,No,,False,,False,,False,,False,,"No, hand hygiene stations are available but not functional, or lacking materials","No, no handwashing facilities are available",0,,False,Bins are present but don't meet all requirements,Open burning,Open burning,No,,,No,,4703338,,No service,No,No,4703338,,Limited,,Unsafe,Unsafe,4703338,,,No service,No,,No,,,No,,Binar,2018-08-07 14:40:42,12.09359,-15.62485
Limited,,Yes,,,,,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH29,4703369,Health Centre Type C,Bafata,Sare-Bacar,,,,966975020,,,,,,2018-08-07,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,14537925,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",21,,"Yes, at least one usable improved toilet",1,True,1,True,Yes,True,No,True,No,True,No,True,No,True,No,,False,,False,,True,,True,,,Yes,1,0,True,,,,"Yes, in use",,,No,,4703369,,Limited,,Yes,4703369,,,,,,4703369,,,Limited,Yes,,No,,,No,,Sare-Bacar,2018-08-07 14:40:42,12.669832,-14.427654
Limited,No,Yes,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH09,4703936,Health Centre Type C,Quinara,Brandao,,,,955527230,955845342,,,,,2018-08-07,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,,Protected dug well,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",6,,"Yes, at least one usable improved toilet",1,True,1,True,Yes,True,No,True,No,True,No,True,Yes,True,No,,False,,False,"No, there are no female-only toilets",True,No,True,,"No, hand hygiene stations are available but not functional, or lacking materials",Yes,0,,False,Bins are present but don't meet all requirements,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,,No,,4703936,,Limited,No,Yes,4703936,,Limited,,Safe,Safe,4703936,,,Limited,Yes,No,No,No,,No,,Djabado-Porto,2018-08-07 14:40:42,11.8904259,-15.3455956
,,,,,,,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH42,4703242,Health Centre Type C,Bafata,Fajonquito,,,,966647096,,,,,,2018-08-07,0,,,2,,,1,,,0,,,,,,2,,,,,,0,,,36550296,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",11,,"No, improved toilets are present but not usable",1,True,0,True,,True,,True,,True,,True,,True,No,,False,,False,,True,,True,,,,0,,False,,,,"Yes, in use",,,No,,4703242,,,,,4703242,,,,,,4703242,,,Limited,No,,No,,,No,,Fajonquito,2018-08-07 14:40:42,12.526247,-14.749845
Limited,,Yes,,,,,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH01,4704119,Health Centre Type C,SAB,Plack II,,,,966845275,,,,,,2018-08-07,1,,,7,,,4,,,2,,,,,,2,,,,,,1,,,,Piped water inside Health Center,"Yes, and it works",Solar pump from own waterpoint,0,No Reservoir,On premises,"Yes, observed","Yes, water comes from at least one tap",9,,"Yes, at least one usable improved toilet",3,True,3,True,Yes,True,Yes,True,No,True,No,True,No,True,Yes,2,True,2,True,,True,,True,,,Yes,1,0,True,,,,"Yes, but not working",,,No,,4704119,,Limited,,Yes,4704119,,,,,,4704119,,,,Yes,,Yes,,,No,,Plack ii,2018-08-07 14:40:42,11.87612,-15.65367
Limited,,Yes,,,,,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH15,4703967,Health Centre Type C,Oio,Mansaba,,,,,955464897,,,,,2018-08-07,0,,,3,,,0,,,0,,,,,,1,,,,,,0,,,6365497,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,5,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",5,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,,,Yes,0,,False,,,,"Yes, in use",,,No,,4703967,,Limited,,Yes,4703967,,,,,,4703967,,,No service,No,,Yes,,,No,,Mansaba,2018-08-07 14:40:42,12.294722,-15.17
Limited,No,Yes,Limited,,Unsafe,Unsafe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH41,4703596,Health Centre Type C,Bafata,Cambadju,,,,966918267,,,,,,2018-08-07,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,0,No Reservoir,On premises,"Yes, observed","Yes, water comes from at least one tap",5,4,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,,"No, hand hygiene stations are available but not functional, or lacking materials",Yes,0,,False,Bins are present but don't meet all requirements,Open burning,Open burning,"Yes, in use",,,No,,4703596,,Limited,No,Yes,4703596,,Limited,,Unsafe,Unsafe,4703596,,,No service,No,,Yes,,,No,,Cambadju,2018-08-07 14:40:42,12.673741,-14.755776
,,No,,,,,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH25,4703675,Health Centre Type C,Bolama,Sao-Joao ,,,,966399992,966338316,,,,,2018-08-07,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,6396420,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,,,"No, no handwashing facilities are available",0,,False,,,,No,,,No,,4703675,,,,No,4703675,,,,,,4703675,,,No service,No,,Yes,,,No,,Ga Tongo,2018-08-07 14:40:42,11.666966,-15.353756
Limited,Yes,No,Limited,,Unsafe,Unsafe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH10,435981,Health Centre Type C,Bolama,Bolama,,,,966311850,955179387,,,,,2018-08-07,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,13663120,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,No,,False,,False,,False,,False,,Yes,"No, no handwashing facilities are available",0,,False,Bins are present but don't meet all requirements,Open burning,Open burning,No,,,No,,435981,,Limited,Yes,No,435981,,Limited,,Unsafe,Unsafe,435981,,,No service,No,,No,,,No,,Wato,2018-08-07 14:40:42,11.53706,-15.58952
Limited,,Yes,,,,,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH38,4703871,Health Centre Type C,Farim,Guidage,,,,966784093,,,,,,2018-08-07,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,5,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",13,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,,,Yes,1,0,True,,,,"Yes, in use",,,No,,4703871,,Limited,,Yes,4703871,,,,,,4703871,,,No service,No,,Yes,,,No,,Guidage,2018-08-07 14:40:42,12.53497,-15.425
No service,No,No,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH45,4703895,Health Centre Type C,Quinara,Dar-Es-Salam,,,,966794170,,,,,,2018-08-07,0,,,4,,,0,,,0,,,,,,1,,,,,,0,,,,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",13,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,No,,False,,False,,False,,False,https://api.mwater.co/v3/images/1cf121023c904b0ea0972ea771aa37cf,"No, hand hygiene stations are available but not functional, or lacking materials","No, handwashing facilities are available but not functional, or lacking soap and/or water",1,0,True,Bins are present but don't meet all requirements,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,,No,,4703895,,No service,No,No,4703895,,Limited,,Safe,Safe,4703895,,,No service,No,,No,,,No,,Dar-Es-Salam,2018-08-07 14:40:42,11.181111,-15.190833
Limited,,Yes,,,,,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH50,4703565,Health Centre Type C,Bolama,Sao-Joao ,,,,966399992,,,,,,2018-08-07,0,,,2,,,0,,,0,,,,,,1,,,,,,0,,,6396413,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,1,Cement,On premises,"Yes, observed","Yes, water comes from at least one tap",6,6,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,,,Yes,0,,False,,,,No,,,No,,4703565,,Limited,,Yes,4703565,,,,,,4703565,,,No service,No,,Yes,,,No,,Ga Marque,2018-08-07 14:40:42,11.6414,-15.4014
Limited,No,Yes,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH27,436030,Health Centre Type C,Bijagos,Uno,,,,966029311,,,,,,2018-08-07,0,,,3,,,0,,,0,,,,,,1,,,,,,0,,,16401707,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",12,,"Yes, at least one usable improved toilet",2,True,2,True,Yes,True,No,True,No,True,No,True,No,True,Yes,2,True,2,True,Yes,True,Yes,True,,"No, hand hygiene stations are available but not functional, or lacking materials",Yes,0,,False,Bins are present but don't meet all requirements,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,,No,,436030,,Limited,No,Yes,436030,,Limited,,Safe,Safe,436030,,,Basic,Yes,Yes,Yes,Yes,,No,,Uno,2018-08-07 14:40:42,11.24631,-16.16273
Basic,Yes,Yes,Limited,,Unsafe,Unsafe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH20,4703644,Health Centre Type C,Tombali,Komo,,,,965741524,955741524,,,,,2018-08-07,0,,,2,,,0,,,0,,,,,,1,,,,,,2,,,,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",8,,"Yes, at least one usable improved toilet",1,True,1,True,Yes,True,No,True,No,True,No,True,No,True,No,,False,,False,"No, there are no female-only toilets",True,No,True,,Yes,Yes,1,1,True,Bins are present but don't meet all requirements,Open burning,Open burning,"Yes, but not working",,,No,,4703644,,Basic,Yes,Yes,4703644,,Limited,,Unsafe,Unsafe,4703644,,,Limited,Yes,No,No,No,,No,,Cassaca,2018-08-07 14:40:42,11.2075,-15.3228
Basic,Yes,Yes,Limited,,Unsafe,Unsafe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH12,4703345,Health Centre Type C,Farim,Binta,,,,966741815,,,,,,2018-08-07,0,,,3,,,0,,,0,,,,,,1,,,,,,0,,,6363392,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,5,PVC,On premises,"Yes, observed","Yes, water comes from at least one tap",15,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,,Yes,Yes,1,0,True,Bins are present but don't meet all requirements,Open burning,Open burning,"Yes, in use",,,No,,4703345,,Basic,Yes,Yes,4703345,,Limited,,Unsafe,Unsafe,4703345,,,No service,No,,Yes,,,No,,Binta,2018-08-07 14:40:42,12.42105,-15.31733
No service,No,No,Limited,,Safe,Safe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH43,4703527,Health Centre Type C,Bafata,Xitole,,,,966283380,,,,,,2018-08-07,0,,,4,,,0,,,0,,,,,,1,,,,,,0,,,6397957,Protected dug well,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",6,,"Yes, at least one usable improved toilet",1,True,1,True,,True,No,True,,True,,True,,True,No,,False,,False,"No, there are no female-only toilets",True,No,True,,"No, hand hygiene stations are available but not functional, or lacking materials","No, no handwashing facilities are available",1,0,True,Bins are present but don't meet all requirements,Incinerated (brick incinerator),Incinerated (brick incinerator),"Yes, in use",,,No,,4703527,,No service,No,No,4703527,,Limited,,Safe,Safe,4703527,,,Limited,Yes,No,No,No,,No,,Xitole,2018-08-07 14:40:42,11.7357315683723,-14.8165536783677
,,,,,,,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH17,4704054,Health Centre Type C,Oio,Mores,,,,966643243,,,,,,2018-08-07,0,,,3,,,0,,,0,,,,,,1,,,,,,0,,,6378277,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,5,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",6,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,No,,False,,False,,False,,False,,,,1,0,True,,,,"Yes, but not working",,,No,,4704054,,,,,4704054,,,,,,4704054,,,No service,No,,No,,,No,,Mores,2018-08-07 14:40:42,12.23986,-15.27248
Limited,No,Yes,Limited,,Unsafe,Unsafe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH14,4704322,Health Centre Type C,Tombali,Bedanda,,,,955442433,,,,,,2018-08-07,0,,,2,,,0,,,0,,,,,,1,,,,,,2,,,,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,8,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",6,6,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,No,,False,,False,,False,,False,,"No, hand hygiene stations are available but not functional, or lacking materials",Yes,1,1,True,Bins are present but don't meet all requirements,Open burning,Open burning,"Yes, but not working",,,No,,4704322,,Limited,No,Yes,4704322,,Limited,,Unsafe,Unsafe,4704322,,,No service,No,,No,,,No,,Caboxangue,2018-08-07 14:40:42,11.2804413006419,-15.1201744082209
,,No,,,,,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH51,4703929,Health Centre Type C,Quinara,Buba,,,,966135280,,,,,,2018-08-07,0,,,3,,,0,,,0,,,,,,1,,,,,,0,,,15665681,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",,,"Yes, at least one usable improved toilet",4,True,4,True,Yes,True,No,True,No,True,No,True,Yes,True,No,,False,,False,,True,,True,,,"No, no handwashing facilities are available",1,0,True,,,,"Yes, but not working",,,No,,4703929,,,,No,4703929,,,,,,4703929,,,Limited,Yes,,No,,,No,,Indjassane,2018-08-07 14:40:42,11.74354,-14.98396
No service,No,No,Limited,,Unsafe,Unsafe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH13,4703833,Health Centre Type C,Quinara,Buba,,,,966089528,,,,,,2018-08-07,0,,,3,,,0,,,0,,,,,,1,,,,,,0,,,14538043,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",18,,"Yes, at least one usable improved toilet",2,True,2,True,Yes,True,No,True,No,True,No,True,No,True,No,,False,,False,"No, female-only toilets do not have menstrual hygiene facilities",True,,True,,"No, hand hygiene stations are available but not functional, or lacking materials","No, no handwashing facilities are available",0,,False,Bins are present but don't meet all requirements,Open burning,Open burning,"Yes, but not working",,,No,,4703833,,No service,No,No,4703833,,Limited,,Unsafe,Unsafe,4703833,,,Limited,Yes,No,No,,,No,,Banta,2018-08-07 14:40:42,11.44224,-15.03885
No service,No,No,Limited,,Unsafe,Unsafe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH36,86688671,Health Centre Type C,Bafata,Ga-Gamamudo,,,,966918133,955351355,,,,,2018-08-07,0,,,3,,,0,,,1,,,,,,2,,,,,,0,,,6367592,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",13,,"Yes, at least one usable improved toilet",1,True,1,True,,True,No,True,,True,,True,No,True,No,,False,,False,"No, there are no female-only toilets",True,No,True,,"No, hand hygiene stations are available but not functional, or lacking materials","No, no handwashing facilities are available",0,,False,Bins are present but don't meet all requirements,Open burning,Open burning,"Yes, but not working",,,No,,86688671,,No service,No,No,86688671,,Limited,,Unsafe,Unsafe,86688671,,,Limited,Yes,No,No,No,,No,,Ga Mamudo Health Facility,2018-08-07 14:40:42,12.2710053117646,-14.7252655763236
No service,No,No,Limited,,Unsafe,Unsafe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH47,4704274,Health Centre Type C,Tombali,Timbo,,,,966754238,,,,,,2018-08-07,0,,,2,,,0,,,0,,,,,,1,,,,,,2,,,6401748,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",8,,"No, unimproved or no toilets at the facility",,False,,False,,False,,False,,False,,False,,False,Yes,1,True,1,True,,False,,False,,"No, no hand hygiene stations are available","No, no handwashing facilities are available",0,,False,Bins are present but don't meet all requirements,Open burning,Open burning,"Yes, in use",,,No,,4704274,,No service,No,No,4704274,,Limited,,Unsafe,Unsafe,4704274,,,No service,No,,Yes,,,No,,Bocane,2018-08-07 14:40:42,11.3331084,-15.362856
Basic,Yes,Yes,Limited,,Unsafe,Unsafe,Basic,Improved,,Water is available on premises,kingsley.chris,Final,Fredrik Asplund-6TLUPH28,4704281,Health Centre Type C,Tombali,Calaque,,,,966630398,955316355,,,,,2018-08-07,0,,,1,,,0,,,0,,,,,,1,,,,,,0,,,,Tubewell / borehole,"Yes, and it works",Solar pump from own waterpoint,4,PEAD,On premises,"Yes, observed","Yes, water comes from at least one tap",5,1,"Yes, at least one usable improved toilet",4,True,4,True,Yes,True,Yes,True,Yes,True,No,True,No,True,No,,False,,False,"No, female-only toilets do not have menstrual hygiene facilities",True,Yes,True,,Yes,Yes,1,1,True,Bins are present but don't meet all requirements,Open burning,Open burning,No,,,No,,4704281,,Basic,Yes,Yes,4704281,,Limited,,Unsafe,Unsafe,4704281,,,Limited,Yes,No,No,Yes,,No,,Cabedu,2018-08-07 14:40:42,11.12143,-15.15344
